Texto,Categoria
 DINOTREN  1a Temp. Cap. 28 Kenny Kentrosaurio / Don y los trodontes 1a Temp. Cap. 28 Kenny Kentrosaurio / Don y los trodontes Sinopsis:,filme
 Claro Clarita Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?  Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?,filme
 DECIMALEX Los hermanos en el repentismo  Los hermanos en el repentismo Sinopsis:  Alex  el repentista  y Leydis  la periodista  van en busca de las personalidades  artistas conocedores y practicantes portadores de la décima y la poesía oral improvisada  con el fín de mostrar este arte en toda su diversidad.,filme
 ESTE DIA    1876 Nace Francisco Gómez Toro. Cuba. 1974 Fallece Lázaro Peña. Cuba.  1876 Nace Francisco Gómez Toro. Cuba.  Francisco Gómez Toro  Panchito  nació en La Reforma  Sancti Spíritus  un día como hoy  del año 1876. Hijo del general dominicano Máximo Gómez y su esposa Bernarda  desde muy joven se vinculó a la causa independentista. Acompañó a José Martí en su recorrido por Tampa  Cayo Hueso  Costa Rica y otros países durante los preparativos de la Guerra Necesaria. Llegó a Cuba  para incorporarse a la contienda bélica en la expedición del vapor ThreeFriends  que desembarcó por Pinar del Río  el 8 de septiembre de 1896.Designado ayudante del mayor general Antonio Maceo con grados de teniente  muy pronto alcanzó los de capitán  por su valentía y arrojo. El 7 de diciembre de ese mismo año  encontrándose herido en el campamento de San Pedro  con órdenes de permanecer allí  al conocer de la caída en combate de su jefe  partió a su encuentro y ofrendó su vida en defensa de su,historia
 EYEIFE 2020 El programa muestra presentaciones de los Festivales EYEIFE con Dj  entrevistas y música electrónica cubana. El programa muestra presentaciones de los Festivales EYEIFE con Dj  entrevistas y música electrónica cubana. Tiene su valor  en haber logrado la promoción e incentivar la creación de música electrónica con ritmos y sonoridades cubanas. Invitados Edesio Alejandro y su grupo. Presentación de Dj en festival:  -Dale Havana  música electrónica con cantos yorubas y ritmos afrocubanos. Entrevista a integrantes de Dale Havana  DJ Ivan Lejardi  Rumba del Blen Ble versión electrónica. 1: Rebobinando: Muestra imágenes y momentos de los festivales en años anteriores. Contiene evento en 2018  entrevista a DJ invitados: -Ley Dj de España -Paul D. Miller  -Dj Spooky Norteamericano -Suylén Milanés (Directora del Festival) -Mauricio Abad (Director artístico del Festival) -Fragmento de música de Cimafunk -Ismael de la Caridad (diseñador de Moda) -Bailarina y Bailarín de Rakatán.  -Beu,musical
 CINEFLASH programa 322  programa 322,filme
 SERIE JUVENIL EXTRANJERA    LOBO ADOLESCENTE CAP 19 TEMP 3  LOBO ADOLESCENTE CAP 19 TEMP 3,serie
 NTV EMISIÓN ESTELAR,noticias
 EN LA NOCHE SU CARTELERA  Promoción de la programación,noticias
 FARVISION Titulo: Escuelas militares Camilo Cienfuegos.  Sinopsis: Se volverá a insistir en la importancia para los egresados de la secundaria básica de la opción de las Escuelas Militares Camilo Cienfuegos Titulo: Escuelas militares Camilo Cienfuegos.  Sinopsis: Se volverá a insistir en la importancia para los egresados de la secundaria básica de la opción de las Escuelas Militares Camilo Cienfuegos,filme
 Telecine Un sueño posible Michael Oher un joven negro sin hogar es acogido por los Touhy una rica familia blanca  dispuesta a darle todo su apoyo para que pueda triunfar tanto como jugador de fútbol americano Título: Un sueño posible Título en idioma original: The Blind Side EU/2009/130 mtos/ Drama /color/ Reparto: Sandra Bullock  Quinton Aaron  Tim McGraw  Jae Head Director: John Lee Hancock Sinopsis: Basada en una historia real. Michael Oher  un joven negro sin hogar  es acogido por los Touhy  una rica familia blanca  dispuesta a darle todo su apoyo para que pueda triunfar tanto como jugador de fútbol americano como en su vida privada. Por su parte  Oher también influirá con su presencia en la vida de la familia Touhy.,filme
 Telefilme: Telefilme: Los asesinos  (2)   Espacio unitario de ficción. Guiones originales para la televisión  historias basadas en textos literarios o de obras teatrales de diversidad temática.,filme
 Cubanoticias 1 (Rtx ) Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy,noticias
 Noticiero cultural,noticias
 Mesa redonda,noticias
 Tras la huella: Jacomino 304 Cap II Serie policiaca cubana que recrea hechos reales donde interviene un grupo de investigaciones policiales.,serie
 Encadenamiento Revista Buenos dias,noticias
 Telefilme: Los asesinos  (2)   Guiones originales para la televisión  historias basadas en textos literarios o de obras teatrales de diversidad temática aunque predominan las historias cubanas y de actualidad.,filme
 CONFERENCIA DE PRENSA COVID 19 CONFERENCIA DE PRENSA COVID 19,noticias
 NOTICIAS.CU EN VIVO Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy.,noticias
 ZONA DEPORTIVA EN VIVO Dedicado a informar día a día sobre el acontecer deportivo en Cuba  a través de reportajes  entrevistas y de los eventos más importantes.,deporte
 Mesa Redonda RTX:  Mesa Redonda RTX:,noticias
 Tras la Huella: Jacomino 304 Cap II Serie policiaca cubana que recrea hechos reales donde interviene un grupo de investigaciones policiales.,serie
 CUBANOTICIAS 2 EN VIVO Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy.,noticias
 Mesa redonda,noticias
 CONFERENCIA DE PRENSA CONFERENCIA DE PRENSA,noticias
 CUBANOTICIAS 1 EN VIVO Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy.,noticias
 Mesa redonda,noticias
 Tras la Huella: Jacomino 304 Cap II Serie policiaca cubana que recrea hechos reales donde interviene un grupo de investigaciones policiales.,serie
 CUBANOTICIAS 1 RTX Dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la Cuba de hoy.,noticias
 Mesa Redonda RTX Mesa Redonda RTX,noticias
 Serie Documental,documental
 Ciencias Naturales 6to grado Primaria y Especial. - Pinar del Rio - 8:30 La flor,educativo
 Telecentros,noticias
 Matemática 8vo grado.  - Pinar del Rio - 2:00 La pirámide  sus elementos. Área lateral y área total,educativo
 Ciencias Naturales 5to grado de Primaria y Especial. - Pinar del Rio - 2:30 El ciclo del agua en la naturaleza,educativo
 Parrandeando Programa especial Sinopsis: Las Parrandas de la Región Central de Cuba  una tradición bicentenaria  Patrimonio Cultural Inmaterial de la Humanidad,filme
 Mirada de artista Formación de profesores de ballet en la Escuela Nacional de Ballet  Sinopsis: Conversando con especialistas  en cada emisión se abordan temas que nos ayudan a comprender mejor el arte y sus protagonis,filme
 Telecentros,noticias
 Saberes compartidos Cantares de gesta Sinopsis: Un espacio diseñado para compartir saberes  donde se recrean temas con la presentación de materiales audiovisuales que ilustran cada caso,filme
 De tarde en casa Purifique su vida y su riñón Sinopsis: sobre los cuidados hacia nuestro riño a fin de mantener una vida saludable conversaremos en el programa.,filme
 Serie Extranjera Cobra Kai (temp-3)  Capítulo 10 EEUU/AVENT                      2020/T-27 min/ Dirección: Josh Heald INT: Wiiliam Zabka  Ralph Macchio  Courtney Henggeler  Xolo. Sinopsis: En esta nueva temporada ve,filme
 NTV Con lengua de Señas.,noticias
 Mesa Redonda      (rtx),noticias
 EN LA MADRUGADA SU CARTELERA  Promoción de la programación,noticias
 SERIE EXTRANJERA  PRISON BREAK TEMPORADA 2  CAP  16 PRISON BREAK TEMPORADA 2  CAP  16,serie
 TELECINE  CHICAS PERDIDAS Cuando la hija de Mari Gilbert desaparece  la inacción policial lleva a que sea ella quien comience una investigación particular en la isla de Long Island... CHICAS PERDIDAS LOST GIRLS (Titulo Original) EEUU. / 2020 / 95 min / Thriller/ estreno /color / subtitulada al español Dir: Liz Garbus Int: Amy Ryan  Thomasin McKenzie  Lola Kirke  Gabriel Byrne Sinopsis: (Basado en hechos reales). Cuando la hija de Mari Gilbert desaparece  la inacción policial lleva a que sea ella quien comience una investigación particular en la isla de Long Island en la que Shannan fue vista por última vez. Su búsqueda saca a la luz más de una docena de trabajadoras sexuales que han sido asesinadas.,filme
 TELECINE EL HOMBRE ALTO  Julia es una joven enfermera que vive en un pueblo del norte de Estados Unidos en absoluta decadencia y donde han desaparecido varios niños en poco tiempo sin que nadie sepa la causa.. EL HOMBRE ALTO   Título original The Tall Man     Canadá/   2012 / 1.46 / Thriller. Intriga. Drama. Terror  Dirección    Pascal Laugier  Reparto      Jessica Biel  Jodelle Ferland  Stephen McHattie  Jakob Davies  William B. Davis  Samantha Ferris  Katherine Ramdeen  Sinopsis  Julia es una joven enfermera que vive en un pueblo del norte de Estados Unidos en absoluta decadencia y donde han desaparecido varios niños en poco tiempo sin que nadie sepa la causa  excepto los más supersticiosos que atribuyen las desapariciones al Hombre Alto: una oscura figura que se lleva a los niños. Cuando el hijo de Julia desaparece misteriosamente  ella hará todo lo posible por recuperarlo y obtener respuestas a los interrogantes que aterran al pequeño pueblo: ¿quién es el Hombre Alto y qué les ocurre realment,filme
 Revista Buenos días REVISTA INFORMATIVA,noticias
 EN LA MAÑANA SU CARTELERA Promoción de la programación,noticias
 CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID-19,noticias
 EL PEQUEÑO BHEEM Supermúsculos/La pesadilla de una niñera Supermúsculos/La pesadilla de una niñera Sinopsis:  Un hombre sorprende a todos con su fuerza  pero no sabe que en el pueblo hay un pequeñín que puede eclipsarlo. La nueva niñera de Bheem tiene muchas ideas para jugar  sin saber que los animalitos también quieren ser parte.,filme
 EL TALLER DE JULIE Cap. 4. Hola  desde el “ogro” lado Sinopsis:  Peri se siente triste porque le tocó interpretar a un ogro  y Alec Baldwin les recuerda a los tallerines que actuar es sinónimo de fingir.  Cap. 4. Hola  desde el “ogro” lado Sinopsis:  Peri se siente triste porque le tocó interpretar a un ogro  y Alec Baldwin les recuerda a los tallerines que actuar es sinónimo de fingir.,filme
 FABULOSO VOCABULARIO ¡Vamos de compras! Sinopsis:  Los bebés quieren jugar a diferentes cosas  y a Franny se le ocurre una gran idea para resolver el problema.  ¡Vamos de compras! Sinopsis:  Los bebés quieren jugar a diferentes cosas  y a Franny se le ocurre una gran idea para resolver el problema.,filme
 LUO BAO BEI Cap. 9 - Jugando fútbol Sinopsis:  Decidida a demostrar que su abuelo se equivoca  Luo Bao Bei trata de jugar fútbol con un grupo de chicos.  Cap. 9 - Jugando fútbol Sinopsis:  Decidida a demostrar que su abuelo se equivoca  Luo Bao Bei trata de jugar fútbol con un grupo de chicos.,filme
 NOTA A NOTA  Título de la emisión La casa discográfica y editora musical Bis Music.  Talentos -Club Conexo -Jan Cruz -Polito Ibáñez -Maikel Dinza Título de la emisión La casa discográfica y editora musical Bis Music.  Talentos -Club Conexo -Jan Cruz -Polito Ibáñez -Maikel Dinza,musical
 NOVELA Mujeres Ambiciosas  Cap. 15 Mujeres Ambiciosas  Cap. 15,novela
 AL MEDIODIA Promoción de la programación,noticias
 NOTICIERO DEL MEDIODIA EMISIÓN DEL MEDIODÍA,noticias
 EN LA TARDE SU CARTELERA Promoción de la programación,noticias
" CONTRA EL OLVIDO  1-Documental: El radio (ICAIC  1976) Guion y Dirección: Juan Carlos Tabío.  2-Música: 3era Selección de Concierto ""Elena de mis recuerdos"". 1-Documental: El radio (ICAIC  1976) Guion y Dirección: Juan Carlos Tabío. (Premio Nacional de Cine 2014)  Sinopsis: Simpático y jocoso reconocimiento a la  presencia imprescindible de la radio en diferentes momentos  horarios   y actividades de la vida de los  cubanos.  2-Música: 3era Selección de Concierto ""Elena de mis recuerdos"".  Talento: Meme Solís a dúo con Elena Burke  Vocal Renacer Orquesta Anacaona  Andy Rubal y su grupo ""Salsa positiva""  Alisbeth la Santiaguera  Yulaisi Miranda y Ramón Álvarez.",filme
 NOTICIERO ANSOC EMISIÓN ESPECIALIZADA,noticias
 DINOTREN  1a Temp. Cap. 28 Kenny Kentrosaurio / Don y los trodontes 1a Temp. Cap. 28 Kenny Kentrosaurio / Don y los trodontes Sinopsis:,filme
 Claro Clarita Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?  Al pan  pan Sinopsis:  Marisabidilla encuentra una moneda ¿Qué se comprará?,filme
 DECIMALEX Los hermanos en el repentismo  Los hermanos en el repentismo Sinopsis:  Alex  el repentista  y Leydis  la periodista  van en busca de las personalidades  artistas conocedores y practicantes portadores de la décima y la poesía oral improvisada  con el fín de mostrar este arte en toda su diversidad.,filme
 ESTE DIA    1876 Nace Francisco Gómez Toro. Cuba. 1974 Fallece Lázaro Peña. Cuba.  1876 Nace Francisco Gómez Toro. Cuba.  Francisco Gómez Toro  Panchito  nació en La Reforma  Sancti Spíritus  un día como hoy  del año 1876. Hijo del general dominicano Máximo Gómez y su esposa Bernarda  desde muy joven se vinculó a la causa independentista. Acompañó a José Martí en su recorrido por Tampa  Cayo Hueso  Costa Rica y otros países durante los preparativos de la Guerra Necesaria. Llegó a Cuba  para incorporarse a la contienda bélica en la expedición del vapor ThreeFriends  que desembarcó por Pinar del Río  el 8 de septiembre de 1896.Designado ayudante del mayor general Antonio Maceo con grados de teniente  muy pronto alcanzó los de capitán  por su valentía y arrojo. El 7 de diciembre de ese mismo año  encontrándose herido en el campamento de San Pedro  con órdenes de permanecer allí  al conocer de la caída en combate de su jefe  partió a su encuentro y ofrendó su vida en defensa de su,historia
 EYEIFE 2020 El programa muestra presentaciones de los Festivales EYEIFE con Dj  entrevistas y música electrónica cubana. El programa muestra presentaciones de los Festivales EYEIFE con Dj  entrevistas y música electrónica cubana. Tiene su valor  en haber logrado la promoción e incentivar la creación de música electrónica con ritmos y sonoridades cubanas. Invitados Edesio Alejandro y su grupo. Presentación de Dj en festival:  -Dale Havana  música electrónica con cantos yorubas y ritmos afrocubanos. Entrevista a integrantes de Dale Havana  DJ Ivan Lejardi  Rumba del Blen Ble versión electrónica. 1: Rebobinando: Muestra imágenes y momentos de los festivales en años anteriores. Contiene evento en 2018  entrevista a DJ invitados: -Ley Dj de España -Paul D. Miller  -Dj Spooky Norteamericano -Suylén Milanés (Directora del Festival) -Mauricio Abad (Director artístico del Festival) -Fragmento de música de Cimafunk -Ismael de la Caridad (diseñador de Moda) -Bailarina y Bailarín de Rakatán.  -Beu,musical
 NOTICIERO CULTURAL INFORMATIVO CULTURAL,noticias
 MESA REDONDA ESPACIO DE ANÁLISIS DE TEMAS NACIONALES Y FORÁNEOS,noticias
 NTV EMISIÓN ESTELAR,noticias
 EN LA NOCHE SU CARTELERA  Promoción de la programación,noticias
 FARVISION Titulo: Escuelas militares Camilo Cienfuegos.  Sinopsis: Se volverá a insistir en la importancia para los egresados de la secundaria básica de la opción de las Escuelas Militares Camilo Cienfuegos Titulo: Escuelas militares Camilo Cienfuegos.  Sinopsis: Se volverá a insistir en la importancia para los egresados de la secundaria básica de la opción de las Escuelas Militares Camilo Cienfuegos,filme
 LA PUPILA ASOMBRADA   Título: La pupila en Bellas Artes1.  Título: La pupila en Bellas Artes1.  Sinopsis: Recorrido por colecciones del Museo Nacional de Bellas artes. Concierto de El Caimán Barbudo en homenaje a Teresita Fernández (cumple 55 años) Fragmento de documental de Teresita Fernández  realizado por Liuba María Hevia. Recorrido por Bellas Artes  entrevista con su director. Documentales de pintores cubanos. Invitados que dialogan junto a la conductora principal: Iroel Sánchez  Fidel Díaz Castro  Nayma Cepero  Omar Valiño y Fabián Escalante. Jorge Fernández  Director del Museo Nacional d Bellas Artes y Alexis Leyva Machado  Kcho,filme
 AMORES DIFICILES LAS HERMANAS BOLENA  Narra la historia de dos hermanas  Ana y María Bolena.El padre y el tío de ambas las convencen para que conquisten el amor de Enrique VIII  lo que terminará en rivalidad. LAS HERMANAS BOLENA   The Other Boleyn Girl  Reino Unido-Estados Unidos/2008/115´/Drama/Reposición/ Color/Subtítulos en español   R3 Dir: Justin Chadwick Reparto: Natalie Portman  Scarlett Johansson  Eric Bana.  Inglaterra  siglo XVI. Narra la historia de dos hermanas  Ana y María Bolena. El padre y el tío de ambas  movidos por la ambición de mejorar el nivel social y el poder de la familia  convencen a las jóvenes para que conquisten el amor de Enrique VIII (Eric Bana)  Rey de Inglaterra. Ana y María abandonan su vida en el campo para trasladarse al peligroso y apasionante mundo de la corte. Pero  pronto surge entre ellas una rivalidad sin cuartel para obtener el amor del Rey.,historia
 PROGRAMACION DE TELESUR Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
 PROGRAMACIÓN DE TELESUR  Noticias  análisis internacional  una visión del panorama político desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
 TELESUR Noticias  análisis internacional  una visión del panorama político internacional desde la perspectiva del Sur económico y de los pueblos  junto a más temas diversos.,noticias
 SET Y CINE Curiosidades El Hombre Araña,filme
 TIEMPO DE CINE: LA NIEBLA Sinopsis: En la costa de California se alza el pintoresco centro turístico de Antonio Bay. Mientras sus residentes se preparan para las celebraciones del centenario de la ciudad.,filme
 SERIE :  Friends   8va temp   Friends      8va temp  Cap 9,serie
 SERIE JUVENIL :   KYLE XY   2DA TEMP    KYLE XY   2DA TEMP  CAP. 21,serie
 SERIE :  MENTES CRIMINALES. TEMP 2   MENTES CRIMINALES. TEMP 2   Cap  7,serie
 SERIE :  Doctor      Bull      2da  Temp   Doctor      Bull          2da  Temp   Cap 14,serie
 SERIE : Hermanos y Hermanas  TEMP 5  Hermanos y Hermanas       TEMP 5   Cap. 12,serie
 CARTELERA CARTELERA,noticias
" HOLA CHICO Mini beat power rockers ""El regreso de los rockers (parte 1)""Zack y Quack ""El pequeño Zack"" Puppy dog pals ""Las ardillas solo quieren divertirse""  Equetria girls",infantiles
 ANIMADOS : EQUIPO DOKI                      Título: Estrellas de fugaces,infantiles
 DOCUMENTAL : Refugio en el granero  Sinopsis: Esta vaca es muy agresiva y peligrosa  es de una vecina cercana que no se puede quedar con ella. En este santuario se rescatan animales abandonados y viven el resto de sus vidas.,filme
 UTILISIMO :  Luz en Casa   Tema: lámparas en forma de aros  cuadros con floreros  pared decorada con letras  minimacetas de corchos y recámara blanca.,educativo
 DOCUMENTAL : Amenazas cósmicas. Impacto galaxias Sinopsis: Documental que muestra el impacto cósmico cuando dos galaxias chocan entre sí a 445 mil kilómetros por hora  convirtiendo todo lo que hay en ellas en polvo.,filme
 DOCUMENTAL : Los secretos del mundo animal ¿Cómo lo hacen los perros para conseguir los quieren? Sinopsis: Los científicos han descubierto algo increíble  los perros parecen mas expresivos cuando sus dueños están presentes que cuando están solos.,filme
 D´CINE :  Hércules Poirot en: Muerte en las Nubes  Sinopsis : Mientras Poirot duerme durante un vuelo de París a Londres  un notorio prestamista francés es asesinado mediante un dardo envenenado.,filme
 ASI ES CHINA :  El asombroso tren de alta velocidad. Viajes dignos. SINOPSIS: La economía china crece a pasos de gigantes por el esfuerzo y entrega de su pueblo  liderado por grandes profesionales que se la ingenian para ser los mejores en mar y tierra.,filme
 AIRES DE MEXICO Talento: Los 2 de la S - La mirada nunca miente / Calibre 50 - Te volvería a elegir / Banda MS - Por siempre mi amor / Mi Banda El Mexicano - ¿Quién piensa en ti?,musical
" FACILISIMO  Playground (canción) Miracolous ""Desperada""  Animalmanía",educativo
 SERIE INFANTIL : LA LEYENDA DE KORRA 1RA TEMP CAP 5 ESPIRITU DE COMPETENCIA,serie
 SERIE JUVENIL :   KYLE XY   2DA TEMP    KYLE XY   2DA TEMP  CAP. 22,serie
 AIRES DE MEXICO Talento: Los 2 de la S - La mirada nunca miente / Calibre 50 - Te volvería a elegir / Banda MS - Por siempre mi amor / Mi Banda El Mexicano - ¿Quién piensa en ti?,musical
 SERIE :  Hermanos y Hermanas    TEMP. 5   Hermanos y Hermanas    TEMP. 5  Cap. 13,serie
 CARTELERA CARTELERA,noticias
 DOCUMENTAL : Ríos de África. Zambia Río de Luangwa    Sinopsis: Este río es un hilo de esperanza en una tierra acabada por la sequía. La supervivencia aquí significa aprovechar cada oportunidad para reparar una temporada mortal.,filme
 DOCUMENTAL : Batallón femenino Cap 2. SINOPSIS: Desde el primer día estas jóvenes se van adaptando a la más dura disciplina militar y van cambiando su forma de vida. Marchas agotadoras y ejercicios de tiro es la rutina diaria.,filme
 UTILISIMO :  Luz en Casa   Tema: lámparas en forma de aros  cuadros con floreros  pared decorada con letras  minimacetas de corchos y recámara blanca.,educativo
 DOCUMENTAL : Los secretos del mundo animal ¿Cómo lo hacen los perros para conseguir los quieren? Sinopsis: Los científicos han descubierto algo increíble  los perros parecen mas expresivos cuando sus dueños están presentes que cuando están solos.,filme
" FACILISIMO  Playground (canción) Miracolous ""Desperada""  Animalmanía",educativo
 Animados : EQUIPO DOKI               Título: Estrellas de fugaces,infantiles
 SERIE INFANTIL :  LA LEYENDA DE KORRA 1ra Temp  CAP 5 ESPIRITU DE COMPETENCIA,serie
 SERIE : Friends    8va temp  Friends     8va temp   Cap 10,serie
 DOCUMENTAL : Amenazas cósmicas. Impacto galaxias Sinopsis: Documental que muestra el impacto cósmico cuando dos galaxias chocan entre sí a 445 mil kilómetros por hora  convirtiendo todo lo que hay en ellas en polvo.,filme
 SERIE : LA RUINA. TEMP 1. LA RUINA. TEMP 1.  Cap. 2,serie
 DOCUMENTAL FORENSE : Expediente abierto. Quién mató a Faith Hedgepeth Parte 2 Sinopsis: Investigación policiaca del brutal asesinato en Chapel Hill  California  Estados Unidos de una estudiante universitaria de 19 años en su apartamento después de regresar de una fiesta.,filme
 SERIE JUVENIL :  KYLE XY   2DA TEMP   KYLE XY   2DA TEMP   CAP. 22,serie
 CARTELERA CARTELERA,noticias
 SERIE :  Hermanos y Hermanas    TEMP. 5   Hermanos y Hermanas    TEMP. 5  Cap. 13,serie
 D´CINE :  Hércules Poirot en: Muerte en las Nubes  Sinopsis : Mientras Poirot duerme durante un vuelo de París a Londres  un notorio prestamista francés es asesinado mediante un dardo envenenado.,filme
 CUBANOS EN CLIP  Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba  Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba Elain Morales Jayby & Shiina  RAMY FALCÓN La Cruzada,musical
 CONCIERTO    September,musical
 DALE CLAVE  Rey pantoja FRASIS & KELVIS OCHOA CIMAFUNK ALABAO  HAVANA SWEET HOUSE & HELL-O!¡ LA TABLA LEONI TORRES,musical
 PERFILES  Alberto Faya Sinopsis: Acercamiento a la vida y obra de artistas cubanos.,filme
 RETRO MÚSICA  Variado  Eddy Money Gloria Gaynor Tina Turner,musical
 MÚSICA HABANA  Efraín Galindo,musical
 ROCKANROLEANDO  Talento: Pearl Jan  Tyler Bryant  New Yeats Day & Skeletons.,musical
 CLAVE LATINA Leoni Torres  Kelvis Ochoa y Alexander Abreu Arévalo y Fonseca El mimoso Grupo Firme Grupo Codiciado y el Yaky Camilo y Pablo Alborán Juan Luios Guerra y Juanes Thalía con Sofía Reyes  Leoni Torres  Kelvis Ochoa y Alexander Abreu Arévalo y Fonseca El mimoso Grupo Firme Grupo Codiciado y el Yaky Camilo y Pablo Alborán Juan Luios Guerra y Juanes Thalía con Sofía Reyes Habana de Primera Jennifer López y Shakira,musical
 CONCIERTO  September,musical
 PERFILES  Alberto Faya Sinopsis: Acercamiento a la vida y obra de artistas cubanos.,filme
 CONCIERTOS ONLINE   Pepe Gavilondo,musical
 CUBANOS EN CLIP  Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba  Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba Elain Morales Jayby & Shiina  RAMY FALCÓN La Cruzada,musical
 SERIE  SOUNDTRACK Cap. 8 SINOPSIS:  Serie musical romántica que describe los avatares amorosos de un grupo de personas en Los Ángeles a través de números exitosos del pop,filme
 RETRO MÚSICA   Variado  Eddy Money Gloria Gaynor Tina Turner,musical
 AL COMPÁS DE LA NOCHE  Los Van Van Sinopsis: Espacio que promueve la música cubana. Contiene secciones entre las que se incluyen las “Curiosidades Musicales” y “Alcompás.net” con video llamadas y musicales de artistas  Los Van Van  Sinopsis: Espacio que promueve la música cubana. Contiene secciones entre las que se incluyen las “Curiosidades Musicales” y “Alcompás.net” con video llamadas y musicales de artistas de cualquier parte de la isla.,filme
 CONCIERTOS ONLINE  Pepe Gavilondo,musical
 CUBANOS EN CLIP Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba  Alexander Abreu  Alain Pérez & Mayito Rivera Peter Nieto OMAR VALI Athanai & Pablo Milanés X Alfonso Laritza Bacallao   Azúcar Negra Beatriz Márquez EFRAÍN GALINDO AISAR y el Expresso de Cuba Elain Morales Jayby & Shiina  RAMY FALCÓN La Cruzada,musical
 BEL CANTO  TÍTULO: CONCIERTO NOCHE DE VERANO EN VIENA. Concierto lírico. TALENTO: Anna NETREBKO  soprano / Plácido DOMINGO  tenor  / Rolando VILLAZÓN  tenor / Orquesta Sinfónica de la Radio de Viena /  TÍTULO: CONCIERTO NOCHE DE VERANO EN VIENA. Concierto lírico. CONTENIDO: El Parque Imperial del Palacio de Verano de Schönbrunn  en Viena  acogió este concierto dominical al aire libre para disfrutar la música con el sol de la tarde hasta caer la noche  que presentó a tres grandes estrellas del Canto Lírico.  TALENTO: Anna NETREBKO  soprano / Plácido DOMINGO  tenor  / Rolando VILLAZÓN  tenor / Orquesta Sinfónica de la Radio de Viena / BERTRAND DE BILLY  director. //,musical
 EL TIEMPO Y LA MEMORIA Efemérides de hoy:,historia
 COORDENADAS Cartelera diaria,noticias
 BANDA SONORA JUVENIL Película:  Los Aeronautas,filme
" SERIE JUVENIL ""GRACHI"" CAP 12",serie
 LIBRE ACCESO Tema:,noticias
 LA JUGADA PERFECTA Tema:,deporte
 MÚSICA HABANA Invitado:,musical
 X DISTANTE Película: Seder Masochism + CAP 11 Seven Seeds Título original Seder-Masochism  Año    2018 Duración    78 min. País Estados Unidos Dirección    Nina Paley Género    Animación. Musical | Sátira. Feminismo. Religión  Sinopsis    La historia del Éxodo vuelve a ser contada por Moisés  Aarón  el Ángel de la Muerte  Jesús y el propio padre del director. Pero hay otra dimensión de la historia: aquella en la que una diosa  la deidad original de la humanidad  resucita en el choque directo con las fuerzas patriarcales.,historia
 MÚSICA SI Invitado:,musical
 HIMNO APERTURA Inicio de Transmisiones,historia
 En Buena Compañía Programa Musical con el Tema: Un Aniversario más del Centro de Lingüística Aplicada de Santiago de Cuba.,musical
 Revista Informativa Programa Informativo con el Tema: Actualización Covid-19  Tarea Ordenamiento.,noticias
 La Historia y sus Protagonistas Programa de carácter histórico con el Tema: Protesta de Baraguá.,historia
 Telenoticias Noticiero Resumen que cierra las Transmisiones,noticias
 Upa Nene The shepherd´s song (canción)  Mitch Match  Louie´s friends  Stick with Mick: el cumpleaños de Mick  Baby chef  The muffin man (canción),infantiles
 Facilisimo Programas infantiles varios,educativo
